   Vol_A   Vol_B
   0.87   0.07
   0.79   0.25
   0.22   0.76
   0.18   0.78
   0.01   1.02
   0.00   0.95
   0.00   1.00
   0.00   0.95
   0.00   0.97
   0.00   1.00
   0.20   0.77
   0.91   0.07
   0.94   0.00
   0.95   0.01
   1.01   0.00
   1.00   0.04
   0.20   0.76
   0.15   0.87
   0.98   0.09
   0.87   0.01
   0.23   0.81
   0.88   0.06
   0.63   0.32
   0.15   0.89
   0.01   1.02
   0.00   1.00
   0.00   1.05
   0.00   1.04
   0.00   1.11
   0.00   0.97
   0.08   0.97
   0.74   0.27
   0.88   0.17
   0.88   0.16
   0.89   0.13
   1.08   0.00
   1.01   0.08
   0.87   0.02
   0.91   0.01
   0.58   0.42
   0.22   0.88
   0.97   0.06
   0.93   0.07
   0.24   0.83
   0.00   1.02
   0.00   1.08
   0.00   0.96
   0.00   0.95
   0.00   1.09
   0.00   1.05
   0.04   0.99
   0.05   1.02
   0.11   0.92
   0.16   0.88
   0.50   0.38
   0.88   0.10
   0.94   0.06
   0.85   0.07
   0.89   0.12
   0.43   0.52
   0.23   0.74
   0.86   0.12
   0.93   0.09
   0.18   0.87
   0.00   1.00
   0.00   1.04
   0.00   0.91
   0.00   1.10
   0.02   0.90
   0.00   1.02
   0.01   1.04
   0.01   0.95
   0.00   0.97
   0.01   1.02
   0.23   0.83
   0.25   0.70
   0.18   0.73
   0.10   0.90
   0.03   0.95
   0.08   0.82
   0.15   0.83
   0.89   0.08
   0.85   0.14
   0.18   0.79
   0.00   1.03
   0.00   1.01
   0.00   1.08
   0.02   0.95
   0.09   0.95
   0.01   1.05
   0.00   1.02
   0.00   1.05
   0.00   0.98
   0.00   0.99
   0.00   0.96
   0.08   0.87
   0.07   0.86
   0.00   1.02
   0.00   0.96
   0.01   1.01
   0.63   0.28
   0.90   0.04
   0.76   0.27
   0.07   0.88
   0.03   0.91
   0.00   1.13
   0.01   1.01
   0.70   0.23
   0.86   0.17
   0.50   0.51
   0.02   1.01
   0.00   1.01
   0.00   0.97
   0.06   0.99
   0.00   1.01
   0.00   1.02
   0.01   0.99
   0.08   0.92
   0.69   0.29
   0.51   0.43
   0.94   0.02
   0.86   0.11
   0.20   0.83
   0.04   0.93
   0.09   0.97
   0.01   1.07
   0.06   0.92
   0.88   0.08
   0.99   0.01
   0.86   0.08
   0.13   0.85
   0.00   0.96
   0.35   0.63
   0.59   0.33
   0.20   0.82
   0.00   1.08
   0.00   1.07
   0.25   0.72
   0.88   0.07
   1.03   0.04
   0.70   0.27
   0.23   0.76
   0.06   0.97
   0.13   0.88
   0.14   0.87
   0.13   0.84
   0.43   0.55
   0.85   0.13
   0.74   0.23
   0.55   0.33
   0.08   0.98
   0.01   1.02
   0.43   0.59
   0.92   0.08
   0.60   0.31
   0.10   0.93
   0.19   0.79
   0.88   0.16
   0.94   0.03
   0.89   0.07
   0.08   0.94
   0.01   0.96
   0.08   0.94
   0.87   0.13
   0.93   0.11
   0.21   0.70
   0.20   0.84
   0.34   0.63
   0.20   0.83
   0.04   0.94
   0.01   1.08
   0.01   0.94
   0.24   0.70
   0.87   0.10
   0.84   0.16
   0.45   0.62
   0.51   0.48
   1.00   0.03
   0.97   0.04
   0.22   0.71
   0.01   1.01
   0.00   0.89
   0.06   1.00
   0.71   0.23
   0.73   0.23
   0.06   0.93
   0.01   1.01
   0.05   0.97
   0.08   0.89
   0.00   0.93
   0.00   0.96
   0.00   1.05
   0.09   0.93
   0.83   0.12
   0.94   0.01
   0.88   0.01
   1.04   0.02
   1.10   0.00
   0.93   0.12
   0.08   0.90
   0.00   0.98
   0.00   1.04
   0.01   0.97
   0.05   0.94
   0.03   1.02
   0.00   1.00
   0.00   0.97
   0.00   0.95
   0.05   1.04
   0.02   0.99
   0.02   1.03
   0.06   0.98
   0.24   0.81
   0.99   0.06
   1.02   0.00
   1.01   0.00
   1.03   0.00
   1.06   0.01
   0.90   0.13
   0.09   0.87
   0.00   1.06
   0.00   1.09
   0.00   1.02
   0.02   0.91
   0.02   0.93
   0.00   1.07
   0.00   1.00
   0.00   1.05
   0.00   1.01
   0.02   1.01
   0.16   0.91
   0.68   0.24
   0.94   0.02
   1.02   0.00
   1.08   0.00
   1.01   0.00
   0.99   0.03
   0.90   0.08
   0.24   0.75
   0.01   1.08
   0.09   0.83
   0.00   1.04
   0.03   0.96
   0.63   0.30
   0.63   0.34
   0.12   0.92
   0.10   0.94
   0.12   0.87
   0.01   0.91
   0.01   0.90
   0.08   0.87
   0.66   0.36
   0.93   0.01
   1.04   0.00
   1.07   0.00
   0.92   0.05
   0.54   0.55
   0.51   0.47
   0.12   0.94
   0.12   0.86
   0.70   0.28
   0.08   0.97
   0.03   1.07
   0.88   0.22
   1.00   0.04
   0.80   0.17
   0.69   0.30
   0.88   0.15
   0.46   0.50
   0.04   0.96
   0.02   0.98
   0.15   0.84
   0.87   0.09
   0.92   0.02
   1.01   0.01
   0.65   0.37
   0.08   0.93
   0.13   0.86
   0.27   0.65
   0.91   0.11
   0.77   0.22
   0.10   0.90
   0.08   0.97
   0.80   0.12
   1.02   0.01
   0.98   0.03
   0.92   0.14
   0.82   0.23
   0.27   0.67
   0.03   1.00
   0.00   1.12
   0.00   1.07
   0.09   0.95
   0.66   0.38
   0.96   0.07
   0.59   0.37
   0.07   0.94
   0.04   0.95
   0.18   0.84
   0.85   0.15
   0.12   0.92
   0.03   1.10
   0.02   0.96
   0.33   0.71
   0.57   0.41
   0.71   0.28
   0.21   0.74
   0.03   0.98
   0.01   1.02
   0.06   1.08
   0.02   0.97
   0.00   1.03
   0.00   0.97
   0.04   0.91
   0.09   0.86
   0.04   0.84
   0.05   1.04
   0.11   0.83
   0.04   0.92
   0.10   0.86
   0.00   1.08
   0.00   0.90
   0.00   1.02
   0.02   1.03
   0.02   0.95
   0.01   1.06
   0.01   0.91
   0.00   1.02
   0.01   1.00
   0.29   0.75
   0.34   0.59
   0.17   0.76
   0.04   0.93
   0.00   0.99
   0.00   1.00
   0.03   1.00
   0.64   0.29
   0.99   0.08
   0.21   0.79
   0.02   1.04
   0.01   1.03
   0.00   1.04
   0.00   0.98
   0.00   0.99
   0.00   0.93
   0.00   1.04
   0.00   1.08
   0.00   0.96
   0.12   0.86
   0.93   0.12
   0.79   0.21
   0.59   0.40
   0.39   0.56
   0.04   0.96
   0.02   0.99
   0.60   0.34
   0.96   0.05
   1.11   0.00
   0.80   0.17
   0.11   0.88
   0.01   1.02
   0.00   0.99
   0.00   0.99
   0.00   1.08
   0.00   1.05
   0.00   1.02
   0.00   1.06
   0.00   0.97
   0.11   0.89
   0.87   0.10
   1.02   0.00
   1.00   0.00
   1.01   0.03
   0.40   0.59
   0.17   0.93
   0.78   0.19
   0.78   0.22
   0.79   0.20
   0.88   0.09
   0.28   0.74
   0.42   0.52
   0.02   1.00
   0.01   1.00
   0.00   1.11
   0.00   1.08
   0.01   0.99
   0.01   1.07
   0.03   0.99
   0.05   0.91
   0.53   0.46
   0.92   0.05
   1.12   0.00
   0.99   0.00
   1.04   0.02
   0.88   0.11
   0.93   0.08
   0.38   0.55
   0.21   0.75
   0.93   0.13
   0.86   0.06
   1.09   0.03
   0.68   0.32
   0.20   0.84
   0.05   0.96
   0.01   0.94
   0.02   1.01
   0.03   0.87
   0.02   0.94
   0.01   1.06
   0.02   1.05
   0.27   0.69
   0.89   0.08
   1.09   0.00
   0.90   0.01
   0.97   0.01
   0.93   0.00
   0.90   0.13
   0.73   0.28
   0.92   0.02
   1.05   0.00
   0.96   0.02
   1.05   0.01
   0.76   0.20
   0.16   0.81
   0.04   0.95
   0.00   1.01
   0.00   1.03
   0.00   0.97
   0.00   0.93
   0.00   0.90
   0.03   0.99
   0.44   0.44
   0.77   0.24
   0.81   0.22
   0.72   0.23
   0.95   0.04
   0.96   0.03
   1.04   0.00
   0.99   0.00
   0.98   0.02
   0.89   0.09
   0.91   0.01
   0.99   0.03
   0.20   0.82
   0.03   1.00
   0.00   1.04
   0.00   0.94
   0.00   1.09
   0.00   1.02
   0.00   0.99
   0.00   0.98
   0.01   0.99
   0.02   0.98
   0.05   0.88
   0.06   1.01
   0.29   0.64
   0.54   0.38
   0.89   0.08
   0.90   0.02
   0.97   0.10
   0.58   0.44
   0.94   0.05
   0.94   0.06
   0.20   0.86
   0.01   1.03
   0.00   1.04
   0.00   1.08
   0.01   0.99
   0.04   0.92
   0.00   1.02
   0.00   0.94
   0.00   0.92
   0.00   1.09
   0.00   1.06
   0.00   1.04
   0.02   1.00
   0.04   1.00
   0.03   0.90
   0.09   0.86
   0.21   0.82
   0.13   0.92
   0.93   0.13
   0.94   0.12
   0.22   0.72
   0.01   0.96
   0.00   0.92
   0.02   1.00
   0.59   0.41
   0.70   0.28
   0.13   0.89
   0.00   1.08
   0.00   1.03
   0.00   0.99
   0.00   1.02
   0.00   1.00
   0.01   0.95
   0.04   1.08
   0.03   1.15
   0.06   1.04
   0.01   1.02
   0.98   0.08
   0.95   0.04
   1.03   0.02
   0.75   0.22
   0.63   0.31
   0.20   0.74
   0.24   0.76
   0.78   0.17
   0.89   0.04
   0.76   0.27
   0.03   0.93
   0.00   1.04
   0.01   0.94
   0.16   0.76
   0.16   0.91
   0.08   1.00
   0.56   0.34
   0.83   0.16
   0.70   0.19
   0.79   0.15
   1.07   0.01
   0.89   0.10
   0.56   0.41
   0.67   0.26
   0.63   0.26
   0.12   0.93
   0.24   0.74
   0.88   0.10
   0.93   0.05
   0.76   0.23
   0.04   0.98
   0.00   1.02
   0.26   0.61
   0.94   0.11
   0.59   0.32
   0.08   0.92
   0.12   0.91
   0.48   0.50
   0.84   0.04
   1.04   0.02
   0.85   0.14
   0.26   0.77
   0.10   0.83
   0.60   0.35
   0.74   0.23
   0.78   0.19
   0.98   0.09
   0.95   0.01
   1.04   0.01
   0.88   0.08
   0.18   0.93
   0.05   0.99
   0.89   0.16
   0.99   0.01
   0.89   0.09
   0.43   0.55
   0.19   0.86
   0.66   0.36
   1.04   0.07
   1.02   0.03
   0.57   0.37
   0.10   0.83
   0.06   0.96
   0.84   0.10
   0.94   0.03
   0.84   0.12
   0.69   0.22
   0.89   0.05
   0.93   0.07
   0.85   0.23
   0.09   0.90
   0.05   0.95
   0.74   0.20
   1.00   0.00
   1.07   0.00
   0.90   0.07
   0.97   0.05
   0.95   0.01
   0.98   0.02
   0.72   0.24
   0.03   1.03
   0.10   0.82
   0.06   1.02
   0.31   0.65
   0.53   0.44
   0.13   0.81
   0.09   0.76
   0.78   0.15
   0.89   0.06
   0.47   0.45
   0.04   0.91
   0.00   1.01
   0.12   0.87
   0.83   0.13
   1.03   0.00
   1.04   0.00
   1.00   0.00
   0.99   0.00
   1.00   0.06
   0.31   0.68
   0.01   0.92
   0.04   0.89
   0.02   1.02
   0.00   1.08
   0.01   0.97
   0.00   1.00
   0.05   0.94
   0.52   0.48
   0.80   0.15
   0.47   0.56
   0.24   0.73
   0.18   0.80
   0.16   0.84
   0.86   0.11
   1.04   0.00
   1.05   0.00
   0.99   0.00
   0.97   0.00
   0.79   0.14
   0.07   0.90
   0.08   0.99
   0.04   0.99
   0.06   1.02
   0.01   1.05
   0.00   1.02
   0.00   1.05
   0.01   0.95
   0.10   0.91
   0.12   0.95
   0.15   0.82
   0.27   0.74
   0.89   0.14
   0.95   0.06
   1.05   0.00
   1.02   0.00
   0.95   0.01
   1.04   0.00
   0.98   0.00
   0.73   0.26
   0.16   0.84
   0.56   0.44
   0.19   0.77
   0.04   1.03
   0.05   1.00
   0.05   0.97
   0.17   0.76
   0.37   0.55
   0.23   0.76
   0.15   0.77
   0.18   0.82
   0.23   0.71
   0.68   0.27
   0.86   0.04
   1.07   0.00
   1.00   0.01
   0.85   0.10
   0.84   0.15
   1.03   0.03
   0.84   0.10
   0.83   0.10
   0.98   0.06
   0.55   0.37
   0.02   1.00
   0.15   0.88
   0.26   0.64
   0.81   0.12
   1.02   0.05
   0.94   0.08
   0.62   0.33
   0.14   0.77
   0.06   0.95
   0.15   0.93
   0.89   0.13
   0.98   0.00
   0.90   0.05
   0.20   0.85
   0.14   0.85
   0.86   0.15
   1.00   0.07
   0.94   0.01
   0.94   0.02
   0.58   0.43
   0.30   0.70
   0.91   0.11
   0.96   0.07
   0.90   0.03
   1.02   0.07
   0.80   0.24
   0.31   0.65
   0.08   0.91
   0.10   1.04
   0.06   0.88
   0.29   0.64
   0.85   0.17
   0.85   0.07
   0.10   0.87
   0.06   0.86
   0.83   0.15
   0.92   0.05
   0.96   0.01
   0.75   0.16
   0.32   0.66
   0.18   0.75
   0.86   0.14
   0.76   0.19
   0.34   0.59
   0.09   0.91
   0.01   1.06
   0.13   0.92
   0.78   0.26
   0.60   0.36
   0.08   0.86
   0.03   0.99
   0.07   0.93
   0.11   0.85
   0.02   1.01
   0.07   0.98
   0.81   0.15
   0.89   0.14
   0.95   0.06
   0.30   0.72
   0.04   1.07
   0.00   0.99
   0.06   0.88
   0.06   1.04
   0.00   1.10
   0.00   0.98
   0.00   1.04
   0.07   0.91
   0.85   0.11
   0.95   0.04
   0.64   0.34
   0.21   0.82
   0.01   1.02
   0.00   1.03
   0.16   0.81
   0.52   0.47
   0.99   0.04
   0.86   0.15
   0.47   0.50
   0.00   1.04
   0.00   1.00
   0.00   1.05
   0.00   1.02
   0.00   1.00
   0.00   1.06
   0.00   1.02
   0.00   1.01
   0.18   0.81
   0.88   0.10
   0.96   0.00
   0.91   0.04
   0.75   0.22
   0.04   0.96
   0.01   1.02
   0.76   0.24
   0.84   0.14
   0.94   0.07
   0.83   0.11
   0.06   0.91
   0.01   1.00
   0.00   1.04
   0.00   0.98
   0.00   1.00
   0.00   1.07
   0.01   0.90
   0.00   1.01
   0.04   0.96
   0.17   0.75
   0.90   0.12
   1.03   0.00
   1.03   0.00
   0.90   0.04
   0.24   0.78
   0.20   0.78
   0.95   0.07
   0.95   0.05
   0.82   0.17
   0.65   0.24
   0.13   0.89
   0.45   0.52
   0.03   1.01
   0.09   0.84
   0.19   0.75
   0.11   0.91
   0.17   0.87
   0.30   0.58
   0.75   0.23
   0.68   0.24
   0.99   0.06
   1.01   0.01
   1.04   0.00
   1.02   0.00
   0.91   0.04
   0.91   0.04
   0.97   0.01
   0.88   0.05
   0.74   0.17
   0.92   0.12
   0.74   0.22
   1.00   0.04
   0.87   0.12
   0.86   0.11
   0.69   0.20
   0.63   0.32
   0.43   0.60
   0.52   0.44
   0.76   0.23
   0.67   0.31
   0.06   0.96
   0.27   0.67
   1.02   0.07
   1.09   0.00
   0.91   0.08
   0.91   0.07
   0.84   0.05
   0.93   0.01
   1.00   0.00
   0.92   0.01
   0.87   0.07
   0.98   0.06
   0.98   0.00
   1.05   0.03
   0.94   0.10
   0.78   0.19
   0.24   0.79
   0.14   0.90
   0.07   0.87
   0.04   0.93
   0.00   1.01
   0.06   0.89
   0.74   0.21
   0.68   0.29
   0.14   0.85
   0.21   0.82
   0.30   0.71
   0.35   0.56
   1.00   0.02
   1.08   0.02
   0.94   0.15
   0.82   0.14
   0.98   0.02
   1.07   0.01
   0.83   0.15
   0.59   0.33
   0.28   0.70
   0.14   0.94
   0.02   0.98
   0.00   1.00
   0.00   1.02
   0.02   0.97
   0.14   0.77
   0.10   0.84
   0.01   0.98
   0.00   1.02
   0.06   0.99
   0.20   0.84
   0.75   0.24
   0.91   0.11
   0.79   0.22
   0.09   0.90
   0.53   0.41
   0.97   0.02
   0.63   0.34
   0.18   0.78
   0.27   0.66
   0.14   0.81
   0.39   0.53
   0.35   0.64
   0.06   1.01
   0.00   0.98
   0.02   1.00
   0.01   1.01
   0.01   1.03
   0.02   0.88
   0.01   0.93
   0.04   1.07
   0.09   0.88
   0.10   0.86
   0.08   0.86
   0.13   0.90
   0.45   0.54
   0.96   0.04
   0.65   0.32
   0.23   0.83
   0.26   0.73
   0.32   0.60
   0.90   0.16
   0.89   0.06
   0.35   0.62
   0.00   1.04
   0.00   0.99
   0.00   1.04
   0.09   0.86
   0.12   0.97
   0.08   0.90
   0.60   0.39
   0.49   0.50
   0.08   0.86
   0.04   1.00
   0.83   0.11
   0.94   0.06
   1.03   0.01
   1.02   0.00
   1.10   0.00
   0.81   0.08
   0.89   0.13
   0.22   0.74
   0.13   0.85
   0.02   1.09
   0.00   1.02
   0.00   0.95
   0.03   1.04
   0.55   0.44
   0.93   0.11
   0.71   0.29
   0.84   0.10
   0.82   0.20
   0.16   0.85
   0.19   0.74
   1.04   0.01
   0.99   0.01
   0.86   0.08
   0.89   0.01
   1.03   0.00
   0.97   0.07
   0.64   0.35
   0.18   0.87
   0.12   0.95
   0.07   1.00
   0.00   1.11
   0.00   0.95
   0.12   0.86
   0.85   0.17
   1.03   0.07
   0.22   0.81
   0.08   0.89
   0.18   0.79
   0.32   0.67
   0.63   0.33
   1.01   0.04
   1.08   0.02
   0.96   0.05
   1.03   0.01
   1.00   0.00
   1.05   0.01
   0.95   0.03
   0.89   0.09
   0.94   0.06
   0.95   0.13
   0.15   0.86
   0.09   0.90
   0.78   0.19
   0.96   0.03
   0.97   0.02
   0.40   0.61
   0.12   0.86
   0.05   0.93
   0.38   0.58
   0.93   0.11
   0.81   0.16
   1.02   0.04
   0.85   0.10
   0.89   0.01
   0.94   0.07
   0.76   0.23
   0.60   0.41
   1.08   0.02
   1.04   0.00
   0.97   0.09
   0.10   0.88
   0.03   0.90
   0.64   0.33
   0.82   0.08
   1.01   0.00
   0.93   0.02
   1.01   0.05
   0.77   0.20
   0.79   0.21
   0.89   0.10
   0.10   0.99
   0.78   0.17
   0.66   0.30
   0.38   0.70
   0.08   0.93
   0.06   0.98
   0.08   0.95
   0.84   0.08
   0.96   0.00
   0.86   0.09
   0.48   0.49
   0.07   0.89
   0.14   0.87
   0.93   0.10
   1.02   0.00
   1.00   0.00
   1.03   0.00
   0.97   0.04
   0.83   0.17
   0.28   0.76
   0.08   0.91
   0.56   0.39
   0.36   0.59
   0.09   0.87
   0.00   1.04
   0.01   1.03
   0.06   0.97
   0.63   0.29
   0.93   0.00
   1.07   0.01
   0.98   0.05
   0.29   0.61
   0.14   0.80
   0.85   0.06
   1.01   0.03
   1.03   0.02
   1.00   0.02
   0.92   0.07
   0.59   0.35
   0.05   0.96
   0.25   0.64
   0.89   0.12
   0.68   0.27
   0.10   0.94
   0.00   0.91
   0.02   0.94
   0.35   0.64
   0.54   0.41
   0.82   0.17
   1.03   0.03
   1.01   0.02
   0.93   0.13
   0.81   0.21
   0.99   0.02
   0.87   0.07
   0.48   0.45
   0.69   0.32
   0.93   0.09
   0.76   0.25
   0.12   0.97
   0.82   0.19
   0.93   0.05
   0.44   0.52
   0.02   0.96
   0.01   0.89
   0.44   0.60
   0.84   0.20
   0.86   0.13
   0.93   0.09
   0.92   0.01
   1.05   0.02
   0.99   0.02
   0.94   0.01
   1.00   0.00
   0.91   0.08
   0.28   0.75
   0.25   0.62
   0.81   0.19
   0.85   0.11
   0.74   0.16
   0.93   0.16
   0.99   0.05
   0.11   0.90
   0.05   0.94
   0.08   0.87
   0.74   0.26
   1.03   0.02
   0.88   0.09
   0.87   0.06
   1.04   0.02
   0.85   0.18
   0.94   0.06
   1.07   0.00
   1.02   0.00
   0.97   0.07
   0.19   0.80
   0.10   0.86
   0.80   0.11
   0.89   0.09
   0.82   0.20
   0.90   0.07
   0.97   0.08
   0.80   0.22
   0.78   0.26
   0.64   0.33
   0.90   0.08
   0.74   0.20
   0.15   0.79
   0.20   0.84
   0.74   0.28
   0.39   0.60
   0.28   0.67
   0.45   0.48
   0.95   0.08
   1.00   0.04
   0.34   0.61
   0.19   0.80
   0.96   0.07
   0.96   0.06
   0.81   0.08
   1.00   0.03
   0.80   0.15
   0.73   0.21
   1.01   0.05
   0.88   0.07
   0.43   0.62
   0.18   0.90
   0.00   1.00
   0.12   0.85
   0.93   0.08
   0.85   0.16
   0.27   0.73
   0.31   0.75
   0.30   0.68
   0.43   0.51
   0.34   0.71
   0.14   0.89
   0.94   0.15
   0.91   0.02
   0.99   0.05
   0.85   0.09
   0.30   0.59
   0.37   0.68
   0.43   0.53
   0.08   0.85
   0.00   1.05
   0.00   1.08
   0.00   0.98
   0.23   0.85
   0.92   0.09
   1.07   0.00
   0.90   0.14
   0.69   0.29
   0.03   0.93
   0.00   0.94
   0.01   0.96
   0.02   0.98
   0.70   0.26
   0.97   0.11
   0.89   0.08
   0.09   0.95
   0.02   1.12
   0.01   0.98
   0.01   1.00
   0.00   1.01
   0.00   1.06
   0.00   1.07
   0.00   1.02
   0.06   0.90
   0.77   0.18
   1.00   0.00
   1.03   0.02
   0.85   0.14
   0.03   0.95
   0.01   1.02
   0.07   0.92
   0.08   0.93
   0.21   0.78
   0.26   0.69
   0.11   0.88
   0.00   1.01
   0.00   1.00
   0.00   0.95
   0.09   0.93
   0.06   0.93
   0.06   0.88
   0.10   0.88
   0.13   0.89
   0.15   0.87
   0.80   0.10
   0.98   0.00
   0.95   0.10
   0.67   0.29
   0.09   0.90
   0.35   0.67
   0.91   0.11
   0.77   0.20
   0.53   0.40
   0.25   0.74
   0.02   1.06
   0.04   0.92
   0.22   0.75
   0.50   0.53
   0.73   0.16
   0.79   0.16
   0.70   0.23
   0.86   0.15
   0.89   0.14
   0.83   0.13
   0.97   0.04
   0.97   0.07
   1.00   0.05
   0.94   0.06
   0.88   0.08
   1.03   0.03
   1.10   0.00
   0.95   0.05
   0.94   0.17
   0.64   0.37
   0.20   0.87
   0.28   0.65
   0.94   0.10
   1.15   0.01
   0.98   0.01
   0.97   0.05
   0.88   0.11
   0.93   0.06
   0.92   0.06
   0.82   0.14
   0.19   0.84
   0.28   0.64
   0.83   0.11
   0.92   0.00
   0.94   0.06
   0.97   0.04
   0.93   0.06
   0.81   0.19
   0.86   0.18
   0.48   0.51
   0.08   0.90
   0.31   0.64
   0.97   0.03
   0.98   0.00
   1.07   0.00
   1.00   0.00
   0.94   0.06
   0.93   0.08
   0.23   0.67
   0.08   0.85
   0.00   1.08
   0.05   0.93
   0.81   0.15
   0.90   0.10
   0.21   0.73
   0.28   0.59
   0.15   0.82
   0.14   0.78
   0.85   0.06
   0.56   0.40
   0.11   0.91
   0.11   0.77
   0.99   0.05
   0.97   0.00
   1.03   0.00
   1.07   0.01
   0.93   0.04
   0.89   0.08
   0.26   0.71
   0.03   0.91
   0.00   1.03
   0.10   0.84
   0.84   0.15
   0.91   0.20
   0.30   0.65
   0.13   0.90
   0.14   0.94
   0.49   0.42
   0.90   0.08
   0.36   0.58
   0.07   0.94
   0.01   1.04
   0.12   0.84
   0.96   0.03
   1.05   0.01
   0.93   0.03
   1.09   0.03
   0.95   0.03
   0.89   0.06
   0.78   0.17
   0.20   0.82
   0.13   0.81
   0.66   0.34
   0.94   0.06
   0.62   0.34
   0.59   0.46
   0.50   0.37
   0.82   0.17
   0.43   0.52
   0.07   0.93
   0.00   1.01
   0.04   0.91
   0.11   0.96
   0.92   0.04
   1.02   0.01
   0.98   0.02
   0.89   0.09
   0.96   0.07
   1.01   0.03
   0.87   0.12
   0.10   0.95
   0.00   1.08
   0.04   0.99
   0.27   0.79
   0.63   0.36
   0.85   0.11
   0.80   0.19
   1.00   0.06
   0.65   0.27
   0.03   1.00
   0.00   0.93
   0.78   0.24
   0.89   0.14
   1.06   0.00
   0.95   0.00
   0.97   0.00
   1.03   0.00
   0.79   0.17
   0.09   0.89
   0.11   0.86
   0.03   0.96
   0.03   0.98
   0.01   1.00
   0.03   0.95
   0.30   0.74
   0.64   0.32
   0.85   0.10
   0.78   0.13
   0.08   0.95
   0.00   1.00
   0.04   0.95
   0.78   0.23
   1.11   0.00
   1.07   0.00
   1.01   0.00
   1.03   0.01
   0.98   0.04
   0.72   0.27
   0.06   0.97
   0.21   0.79
   0.27   0.65
   0.04   0.96
   0.00   1.03
   0.00   0.97
   0.12   0.84
   0.24   0.72
   0.20   0.90
   0.10   0.90
   0.01   0.99
   0.00   1.05
   0.17   0.86
   0.43   0.63
   0.80   0.12
   0.94   0.09
   0.82   0.14
   0.89   0.13
   1.03   0.08
   0.87   0.09
   0.79   0.22
   1.00   0.05
   0.93   0.12
   0.09   0.93
   0.01   1.04
   0.07   0.99
   0.37   0.61
   0.65   0.41
   0.33   0.71
   0.01   0.90
   0.00   1.05
   0.01   1.07
   0.10   0.91
   0.21   0.73
   0.85   0.13
   0.84   0.07
   0.87   0.12
   0.57   0.41
   0.34   0.59
   0.39   0.58
   0.86   0.12
   1.07   0.01
   0.95   0.11
   0.23   0.66
   0.01   1.01
   0.11   0.84
   0.87   0.12
   1.03   0.02
   1.00   0.04
   0.64   0.33
   0.15   0.86
   0.06   0.97
   0.07   0.91
   0.19   0.83
   0.88   0.19
   0.95   0.02
   0.81   0.24
   0.11   0.90
   0.02   0.94
   0.10   0.95
   0.75   0.18
   1.01   0.00
   1.04   0.00
   0.95   0.08
   0.07   0.89
   0.04   0.89
   0.89   0.17
   0.90   0.04
   1.00   0.00
   0.96   0.13
   0.29   0.56
   0.08   0.97
   0.03   1.07
   0.13   0.90
   0.85   0.14
   1.00   0.03
   0.73   0.22
   0.17   0.79
   0.37   0.55
   0.63   0.35
   0.98   0.08
   1.06   0.00
   0.97   0.00
   0.98   0.00
   0.13   0.93
   0.04   0.98
   0.30   0.73
   0.44   0.48
   0.99   0.09
   0.84   0.15
   0.15   0.87
   0.04   0.98
   0.01   1.00
   0.14   0.75
   0.93   0.08
   0.96   0.03
   0.68   0.23
   0.09   0.95
   0.37   0.59
   0.95   0.08
   1.02   0.04
   1.04   0.00
   1.07   0.00
   0.97   0.02
   0.24   0.78
   0.26   0.74
   0.28   0.78
   0.09   0.89
   0.08   1.06
   0.15   0.81
   0.05   0.97
   0.04   0.96
   0.00   0.98
   0.26   0.67
   0.62   0.35
   0.27   0.69
   0.07   0.93
   0.00   1.05
   0.42   0.55
   0.99   0.07
   0.99   0.05
   0.98   0.01
   0.95   0.00
   0.99   0.01
   0.87   0.14
   0.92   0.04
   0.99   0.07
   0.75   0.17
   0.15   0.81
   0.01   0.95
   0.07   0.96
   0.06   0.95
   0.06   0.91
   0.22   0.74
   0.44   0.48
   0.15   0.88
   0.05   0.94
   0.03   0.96
   0.48   0.50
   0.97   0.08
   0.79   0.18
   0.79   0.24
   0.98   0.02
   1.03   0.01
   1.01   0.01
   1.02   0.00
   1.04   0.00
   0.93   0.01
   0.76   0.25
   0.13   0.86
   0.07   0.95
   0.09   0.92
   0.06   0.93
   0.13   0.79
   0.76   0.23
   0.92   0.07
   0.49   0.50
   0.34   0.62
   0.84   0.14
   0.79   0.22
   0.11   0.87
   0.18   0.78
   0.85   0.08
   1.01   0.02
   1.10   0.03
   1.02   0.02
   0.96   0.01
   1.01   0.00
   0.96   0.10
   0.70   0.29
   0.07   0.95
   0.03   1.01
   0.05   0.95
   0.76   0.28
   1.02   0.01
   1.03   0.00
   1.04   0.03
   0.89   0.16
   0.81   0.13
   0.57   0.35
   0.08   0.99
   0.19   0.79
   1.02   0.03
   0.98   0.01
   1.03   0.02
   0.87   0.07
   0.90   0.17
   0.84   0.11
   0.79   0.16
   0.76   0.18
   0.16   0.85
   0.08   0.88
   0.22   0.81
   0.80   0.22
   0.98   0.10
   1.02   0.11
   0.75   0.19
   0.08   0.91
   0.08   0.83
   0.04   0.96
   0.00   1.04
   0.15   0.89
   0.95   0.07
   1.04   0.01
   1.02   0.08
   0.77   0.23
   0.05   0.91
   0.02   0.96
   0.04   0.97
   0.03   0.92
   0.04   0.84
   0.09   0.88
   0.23   0.70
   0.08   0.96
   0.05   0.98
   0.06   0.94
   0.08   0.85
   0.00   0.92
   0.00   1.02
   0.00   0.98
   0.00   0.93
   0.10   0.95
   1.02   0.09
   0.99   0.01
   0.79   0.23
   0.65   0.31
   0.01   1.08
