   Vol_A   Vol_B
   0.05   0.90
   0.08   0.93
   0.02   0.91
   0.08   0.98
   0.88   0.17
   0.96   0.00
   0.96   0.04
   0.96   0.09
   0.99   0.07
   0.93   0.00
   0.98   0.00
   0.85   0.15
   0.13   0.92
   0.00   1.00
   0.00   0.98
   0.00   1.06
   0.00   0.92
   0.01   1.06
   0.01   1.04
   0.07   0.88
   0.20   0.79
   0.09   1.01
   0.03   0.98
   0.09   0.80
   0.62   0.37
   0.96   0.03
   0.92   0.07
   0.89   0.10
   0.93   0.09
   0.96   0.06
   0.91   0.03
   0.96   0.05
   0.13   0.88
   0.00   1.05
   0.15   0.86
   0.05   1.01
   0.08   0.97
   0.45   0.53
   0.27   0.81
   0.46   0.52
   0.24   0.78
   0.14   0.86
   0.01   0.99
   0.01   0.99
   0.00   1.06
   0.07   0.94
   0.26   0.70
   0.20   0.80
   0.14   0.87
   0.14   0.82
   0.53   0.36
   0.80   0.20
   0.21   0.80
   0.18   0.88
   0.90   0.08
   0.94   0.08
   0.94   0.03
   0.96   0.06
   1.03   0.09
   0.74   0.25
   0.03   1.02
   0.00   1.00
   0.00   1.02
   0.00   1.04
   0.09   0.92
   0.61   0.40
   0.89   0.13
   0.35   0.60
   0.08   0.88
   0.00   0.93
   0.00   1.01
   0.04   0.94
   0.65   0.30
   0.93   0.11
   0.68   0.28
   0.97   0.05
   0.98   0.00
   1.10   0.00
   0.96   0.05
   0.81   0.18
   0.10   0.83
   0.12   0.79
   0.02   0.93
   0.26   0.74
   0.81   0.18
   1.05   0.01
   0.99   0.01
   0.89   0.11
   0.23   0.79
   0.00   0.98
   0.00   0.97
   0.00   1.01
   0.09   1.01
   0.30   0.80
   0.18   0.89
   0.34   0.67
   0.98   0.03
   0.96   0.00
   0.96   0.00
   0.97   0.03
   0.66   0.27
   0.83   0.12
   0.99   0.06
   0.88   0.06
   0.96   0.00
   0.98   0.00
   1.00   0.00
   0.89   0.04
   0.12   0.90
   0.00   1.05
   0.00   0.95
   0.00   1.00
   0.02   1.08
   0.01   0.99
   0.02   0.94
   0.07   0.97
   1.01   0.04
   0.97   0.00
   1.09   0.00
   1.00   0.00
   0.96   0.01
   0.94   0.00
   1.02   0.00
   0.96   0.00
   1.01   0.00
   1.01   0.00
   0.95   0.01
   0.78   0.19
   0.07   0.92
   0.00   1.00
   0.00   1.06
   0.19   0.78
   0.44   0.54
   0.03   0.88
   0.00   0.99
   0.03   0.85
   0.91   0.05
   1.10   0.00
   0.99   0.00
   1.05   0.00
   1.07   0.02
   0.97   0.07
   1.00   0.03
   0.95   0.00
   1.11   0.00
   1.06   0.00
   1.09   0.02
   0.43   0.53
   0.06   0.96
   0.00   0.98
   0.04   1.00
   0.86   0.12
   0.90   0.08
   0.06   0.94
   0.05   1.03
   0.41   0.60
   0.97   0.02
   0.99   0.00
   0.98   0.02
   0.81   0.17
   0.63   0.37
   0.21   0.78
   0.50   0.56
   0.96   0.01
   0.97   0.00
   1.02   0.00
   1.05   0.00
   0.88   0.07
   0.14   0.80
   0.03   1.05
   0.13   0.84
   0.73   0.22
   0.84   0.11
   0.08   0.90
   0.44   0.56
   0.78   0.19
   1.05   0.02
   1.08   0.00
   0.82   0.12
   0.21   0.71
   0.02   0.99
   0.01   1.01
   0.13   0.80
   0.96   0.04
   0.98   0.00
   1.10   0.00
   1.04   0.00
   0.89   0.02
   0.67   0.32
   0.76   0.20
   0.59   0.33
   0.87   0.07
   0.87   0.10
   0.26   0.77
   0.81   0.17
   0.67   0.27
   0.77   0.29
   1.03   0.01
   0.68   0.19
   0.03   0.95
   0.00   0.97
   0.00   1.05
   0.29   0.67
   0.97   0.05
   0.95   0.00
   1.07   0.00
   1.07   0.00
   0.93   0.00
   0.95   0.07
   0.95   0.08
   1.06   0.06
   1.02   0.00
   1.00   0.01
   0.91   0.09
   0.48   0.61
   0.11   0.91
   0.78   0.24
   0.97   0.16
   0.15   0.83
   0.00   1.05
   0.14   0.82
   0.10   0.79
   0.29   0.73
   1.00   0.04
   1.08   0.00
   1.01   0.00
   0.97   0.00
   0.99   0.01
   0.83   0.10
   0.83   0.15
   0.89   0.04
   0.99   0.00
   0.96   0.00
   0.85   0.02
   0.17   0.93
   0.02   0.98
   0.81   0.20
   0.92   0.12
   0.09   0.92
   0.04   0.99
   0.54   0.41
   0.91   0.07
   0.99   0.04
   1.01   0.00
   0.99   0.02
   0.90   0.12
   0.92   0.00
   1.00   0.01
   0.94   0.07
   0.91   0.11
   0.91   0.02
   0.99   0.00
   1.04   0.00
   1.04   0.06
   0.04   0.96
   0.02   0.85
   0.69   0.24
   1.04   0.06
   0.90   0.11
   0.78   0.15
   0.93   0.01
   1.03   0.00
   1.03   0.01
   0.84   0.15
   0.20   0.83
   0.24   0.71
   0.77   0.19
   0.90   0.15
   0.82   0.21
   0.86   0.08
   1.05   0.00
   0.97   0.00
   1.16   0.00
   0.96   0.05
   0.05   0.93
   0.04   0.98
   0.61   0.34
   0.97   0.03
   0.96   0.00
   0.94   0.00
   1.07   0.00
   1.04   0.02
   0.80   0.13
   0.34   0.65
   0.02   1.02
   0.00   1.07
   0.03   1.01
   0.09   0.94
   0.51   0.44
   0.92   0.05
   1.05   0.00
   0.96   0.00
   1.13   0.00
   0.97   0.04
   0.24   0.74
   0.13   0.86
   0.07   0.94
   0.48   0.51
   0.98   0.01
   0.99   0.00
   1.04   0.02
   0.36   0.53
   0.11   0.82
   0.01   1.01
   0.06   1.04
   0.07   0.91
   0.01   1.09
   0.03   1.06
   0.57   0.41
   1.04   0.00
   0.97   0.00
   1.00   0.00
   0.95   0.00
   0.91   0.04
   0.90   0.04
   0.92   0.08
   0.19   0.68
   0.30   0.70
   0.96   0.06
   1.11   0.00
   0.97   0.05
   0.22   0.76
   0.00   1.08
   0.01   1.05
   0.54   0.37
   0.91   0.14
   0.51   0.48
   0.34   0.56
   0.97   0.04
   1.00   0.00
   1.01   0.00
   1.07   0.00
   1.01   0.00
   0.95   0.00
   1.10   0.00
   0.93   0.06
   0.08   0.90
   0.15   0.86
   0.56   0.44
   0.60   0.37
   0.76   0.20
   0.15   0.91
   0.00   1.00
   0.06   0.93
   0.64   0.30
   0.99   0.12
   0.85   0.11
   0.85   0.13
   0.99   0.00
   1.03   0.00
   0.95   0.00
   0.98   0.00
   0.83   0.13
   0.89   0.06
   0.87   0.01
   1.06   0.01
   0.61   0.36
   0.01   1.01
   0.01   0.99
   0.01   0.95
   0.03   0.99
   0.00   1.07
   0.03   1.01
   0.40   0.44
   0.84   0.15
   0.89   0.06
   1.07   0.00
   0.93   0.00
   1.05   0.00
   1.07   0.00
   0.90   0.00
   1.08   0.00
   0.87   0.10
   0.83   0.15
   0.93   0.07
   0.86   0.06
   0.51   0.37
   0.03   1.00
   0.00   0.93
   0.00   0.98
   0.00   1.04
   0.00   1.00
   0.05   0.91
   0.56   0.38
   0.97   0.04
   0.97   0.00
   1.03   0.00
   1.07   0.00
   1.08   0.00
   0.99   0.00
   0.94   0.00
   0.96   0.01
   0.78   0.26
   0.86   0.12
   0.07   0.96
   0.05   0.83
   0.03   0.99
   0.00   1.00
   0.00   1.03
   0.00   0.95
   0.00   1.10
   0.00   1.14
   0.00   1.03
   0.26   0.70
   0.93   0.09
   1.04   0.00
   1.02   0.00
   1.03   0.00
   0.97   0.00
   1.00   0.00
   0.95   0.00
   0.95   0.04
   0.14   0.92
   0.05   0.94
   0.01   1.04
   0.01   1.03
   0.01   1.02
   0.01   0.99
   0.00   1.08
   0.00   1.14
   0.00   1.06
   0.00   1.03
   0.00   1.05
   0.03   1.06
   0.38   0.60
   0.94   0.08
   1.03   0.01
   1.01   0.00
   0.90   0.03
   1.01   0.05
   0.92   0.06
   0.98   0.05
   0.24   0.71
   0.03   0.92
   0.34   0.59
   0.32   0.61
   0.25   0.75
   0.28   0.76
   0.11   0.95
   0.04   0.97
   0.00   1.10
   0.00   0.96
   0.00   0.92
   0.00   1.06
   0.06   0.89
   0.45   0.47
   0.84   0.11
   0.87   0.17
   0.22   0.74
   0.06   1.01
   0.35   0.58
   0.58   0.31
   0.80   0.20
   0.80   0.22
   0.74   0.28
   1.02   0.00
   1.01   0.00
   0.99   0.06
   0.26   0.71
   0.04   0.97
   0.00   0.95
   0.00   1.06
   0.00   1.04
   0.02   0.99
   0.06   0.98
   0.74   0.29
   0.92   0.03
   1.03   0.05
   0.74   0.28
   0.39   0.61
   0.09   0.97
   0.00   1.04
   0.12   0.81
   0.28   0.68
   0.91   0.11
   1.05   0.00
   0.96   0.00
   0.97   0.04
   0.28   0.67
   0.19   0.76
   0.00   0.97
   0.01   0.89
   0.09   0.89
   0.49   0.45
   0.96   0.10
   0.96   0.01
   1.00   0.00
   0.97   0.01
   0.93   0.10
   0.55   0.51
   0.09   0.93
   0.00   1.00
   0.01   1.01
   0.17   0.82
   0.69   0.35
   0.85   0.15
   1.09   0.00
   1.04   0.01
   0.93   0.03
   0.82   0.15
   0.18   0.80
   0.24   0.78
   0.86   0.21
   1.03   0.03
   1.01   0.00
   1.03   0.00
   1.02   0.00
   0.92   0.06
   0.23   0.79
   0.08   0.99
   0.00   0.98
   0.00   0.99
   0.00   1.03
   0.11   1.01
   0.03   0.89
   0.20   0.83
   0.97   0.04
   0.95   0.00
   0.96   0.00
   0.97   0.01
   0.92   0.07
   0.94   0.07
   1.02   0.03
   0.90   0.01
   1.03   0.00
   0.91   0.00
   1.02   0.00
   0.79   0.12
   0.14   0.88
   0.00   0.86
   0.00   1.01
   0.04   1.01
   0.06   0.95
   0.00   1.02
   0.00   1.07
   0.00   0.95
   0.98   0.04
   1.05   0.00
   1.01   0.02
   0.90   0.09
   0.88   0.08
   0.90   0.11
   0.88   0.10
   0.91   0.10
   0.97   0.02
   1.06   0.00
   1.04   0.00
   0.79   0.19
   0.20   0.84
   0.08   0.83
   0.28   0.68
   0.81   0.14
   0.78   0.17
   0.03   0.94
   0.01   1.00
   0.06   0.99
   0.83   0.19
   1.07   0.00
   1.03   0.05
   0.33   0.68
   0.11   0.96
   0.10   0.97
   0.19   0.77
   0.78   0.21
   0.94   0.05
   1.05   0.00
   0.94   0.00
   0.96   0.02
   0.16   0.83
   0.06   0.96
   0.21   0.72
   0.96   0.05
   0.94   0.11
   0.10   0.88
   0.22   0.72
   0.15   0.99
   0.23   0.72
   1.07   0.02
   0.99   0.03
   0.06   0.99
   0.00   1.04
   0.00   1.02
   0.15   0.91
   0.85   0.04
   0.99   0.01
   1.12   0.00
   0.98   0.00
   0.95   0.03
   0.33   0.65
   0.03   1.00
   0.11   0.95
   0.95   0.04
   0.92   0.08
   0.23   0.73
   0.88   0.19
   0.24   0.78
   0.10   0.97
   0.71   0.29
   0.77   0.23
   0.06   1.02
   0.00   0.99
   0.00   0.94
   0.28   0.74
   0.92   0.11
   1.01   0.00
   1.01   0.00
   0.93   0.00
   1.03   0.00
   0.64   0.24
   0.10   0.92
   0.31   0.63
   1.01   0.03
   1.06   0.01
   0.87   0.12
   0.36   0.62
   0.04   0.90
   0.05   1.11
   0.17   0.87
   0.05   0.92
   0.00   0.99
   0.01   0.97
   0.04   0.91
   0.35   0.61
   1.04   0.02
   1.00   0.00
   0.97   0.00
   1.16   0.00
   0.84   0.08
   0.22   0.70
   0.18   0.77
   0.79   0.21
   0.94   0.01
   1.08   0.00
   0.91   0.09
   0.08   0.96
   0.00   1.02
   0.16   0.84
   0.21   0.76
   0.11   0.91
   0.16   0.83
   0.52   0.44
   0.85   0.15
   0.97   0.02
   1.00   0.01
   0.78   0.19
   0.90   0.14
   0.98   0.02
   0.80   0.17
   0.13   0.91
   0.13   0.91
   0.91   0.05
   1.01   0.00
   1.03   0.01
   0.87   0.09
   0.02   1.01
   0.04   0.93
   0.68   0.30
   0.93   0.10
   1.00   0.07
   0.97   0.04
   0.93   0.07
   0.93   0.04
   0.88   0.04
   0.85   0.12
   0.13   0.87
   0.28   0.80
   0.88   0.14
   0.68   0.33
   0.09   0.94
   0.23   0.72
   0.95   0.01
   1.00   0.00
   0.71   0.24
   0.40   0.62
   0.09   0.94
   0.10   0.97
   0.90   0.13
   1.04   0.00
   1.03   0.00
   0.94   0.00
   0.91   0.03
   0.88   0.07
   0.70   0.33
   0.09   0.89
   0.01   0.99
   0.01   0.89
   0.04   0.94
   0.02   0.95
   0.04   0.97
   0.26   0.67
   0.98   0.02
   1.02   0.06
   0.74   0.23
   0.70   0.29
   0.34   0.58
   0.11   0.85
   0.60   0.36
   0.96   0.06
   0.98   0.00
   1.04   0.02
   0.91   0.04
   0.75   0.25
   0.12   0.86
   0.00   0.95
   0.03   1.01
   0.06   0.97
   0.07   0.95
   0.17   0.84
   0.53   0.45
   0.77   0.27
   1.02   0.01
   0.96   0.01
   0.86   0.08
   0.98   0.05
   0.90   0.06
   0.91   0.08
   0.90   0.09
   0.92   0.08
   0.93   0.06
   0.98   0.07
   0.98   0.03
   0.80   0.14
   0.03   0.89
   0.03   1.05
   0.73   0.25
   0.95   0.08
   0.82   0.14
   0.86   0.11
   1.04   0.02
   0.95   0.04
   0.91   0.01
   0.99   0.00
   0.91   0.00
   0.91   0.00
   1.02   0.00
   1.05   0.01
   0.95   0.10
   0.84   0.10
   0.36   0.60
   0.35   0.65
   0.81   0.16
   0.76   0.26
   0.03   0.99
   0.09   0.88
   0.96   0.11
   0.99   0.00
   1.01   0.02
   0.98   0.01
   0.96   0.00
   0.98   0.00
   0.88   0.00
   1.03   0.01
   1.02   0.00
   0.98   0.00
   0.92   0.01
   1.01   0.00
   0.91   0.01
   0.74   0.22
   0.07   0.98
   0.01   0.99
   0.07   0.91
   0.10   0.96
   0.04   0.95
   0.48   0.54
   0.88   0.06
   0.99   0.00
   1.00   0.00
   1.03   0.00
   1.02   0.00
   1.06   0.00
   0.93   0.00
   1.00   0.02
   1.04   0.00
   1.08   0.00
   0.73   0.21
   0.91   0.12
   0.97   0.05
   0.68   0.25
   0.04   0.99
   0.00   1.04
   0.00   0.93
   0.00   1.00
   0.06   0.87
   0.91   0.14
   0.92   0.04
   1.03   0.00
   1.05   0.00
   0.97   0.00
   1.02   0.00
   1.02   0.00
   1.05   0.00
   1.05   0.04
   0.77   0.24
   0.83   0.10
   0.04   0.98
   0.05   0.91
   0.39   0.56
   0.44   0.54
   0.01   0.97
   0.00   1.08
   0.00   1.01
   0.00   1.01
   0.03   0.97
   0.70   0.35
   1.04   0.01
   0.98   0.02
   0.96   0.01
   0.82   0.01
   1.03   0.00
   1.10   0.00
   0.98   0.00
   0.90   0.06
   0.16   0.89
   0.10   0.97
   0.01   0.99
   0.21   0.82
   0.19   0.75
   0.15   0.82
   0.02   1.06
   0.00   0.98
   0.00   1.03
   0.00   0.93
   0.00   0.97
   0.08   0.90
   0.82   0.20
   0.97   0.03
   0.92   0.07
   0.79   0.17
   1.00   0.12
   0.72   0.20
   0.77   0.19
   0.38   0.66
   0.03   0.89
   0.01   1.03
   0.22   0.79
   0.95   0.06
   0.70   0.18
   0.38   0.56
   0.04   0.89
   0.00   1.05
   0.00   1.02
   0.00   0.95
   0.00   0.98
   0.00   1.01
   0.11   0.89
   0.70   0.22
   0.96   0.04
   0.96   0.08
   0.36   0.60
   0.10   0.88
   0.06   0.86
   0.04   0.97
   0.13   0.90
   0.18   0.80
   0.38   0.55
   0.97   0.01
   0.97   0.00
   0.85   0.14
   0.10   0.94
   0.00   1.04
   0.00   1.04
   0.00   1.04
   0.01   1.02
   0.14   0.89
   0.05   0.95
   0.30   0.71
   0.60   0.35
   0.81   0.17
   0.82   0.19
   0.95   0.14
   0.51   0.40
   0.00   1.04
   0.00   0.94
   0.02   0.99
   0.73   0.30
   0.96   0.00
   1.03   0.00
   0.94   0.07
   0.15   0.83
   0.01   1.04
   0.00   0.98
   0.01   1.00
   0.36   0.68
   0.85   0.15
   0.56   0.40
   0.42   0.50
   0.74   0.21
   0.85   0.12
   0.91   0.10
   0.88   0.07
   0.35   0.62
   0.00   1.07
   0.00   1.00
   0.05   1.02
   0.57   0.40
   0.75   0.20
   1.04   0.01
   1.10   0.03
   0.95   0.06
   0.80   0.25
   0.19   0.74
   0.04   0.96
   0.77   0.21
   0.95   0.02
   0.76   0.20
   0.88   0.12
   0.84   0.12
   0.95   0.03
   0.20   0.78
   0.06   0.96
   0.04   1.07
   0.00   0.96
   0.00   0.99
   0.02   1.01
   0.02   1.08
   0.14   0.84
   1.00   0.06
   1.04   0.00
   0.97   0.03
   0.91   0.11
   0.86   0.16
   0.40   0.55
   0.56   0.35
   0.58   0.35
   0.27   0.62
   0.42   0.52
   0.85   0.13
   1.05   0.03
   0.31   0.65
   0.07   0.98
   0.06   0.91
   0.06   0.92
   0.03   1.02
   0.00   1.04
   0.00   1.12
   0.02   1.10
   0.89   0.10
   1.14   0.00
   1.00   0.10
   0.57   0.46
   0.84   0.18
   0.67   0.19
   0.22   0.78
   0.10   0.85
   0.13   0.83
   0.48   0.51
   0.84   0.10
   0.98   0.01
   0.72   0.27
   0.72   0.22
   0.87   0.13
   0.68   0.25
   0.13   0.84
   0.00   0.95
   0.00   1.00
   0.01   0.99
   0.58   0.34
   0.88   0.08
   0.72   0.28
   0.04   0.93
   0.04   0.96
   0.08   0.93
   0.01   0.95
   0.17   0.80
   0.76   0.21
   0.97   0.04
   0.84   0.05
   0.98   0.01
   0.88   0.16
   0.84   0.24
   0.74   0.20
   0.95   0.10
   0.26   0.63
   0.02   0.99
   0.01   1.02
   0.00   1.05
   0.15   0.83
   0.92   0.08
   0.90   0.15
   0.04   0.95
   0.00   1.13
   0.00   1.07
   0.14   0.85
   0.89   0.09
   1.01   0.00
   0.91   0.00
   1.04   0.01
   0.98   0.02
   0.60   0.32
   0.27   0.75
   0.28   0.66
   0.91   0.06
   0.84   0.12
   0.14   0.77
   0.06   0.92
   0.01   1.06
   0.07   0.97
   0.70   0.26
   0.84   0.17
   0.06   0.91
   0.00   0.92
   0.00   0.99
   0.51   0.45
   1.00   0.03
   1.01   0.00
   1.08   0.00
   1.09   0.00
   1.06   0.00
   0.81   0.13
   0.17   0.91
   0.13   0.80
   0.81   0.16
   0.86   0.11
   0.14   0.82
   0.04   1.02
   0.00   1.02
   0.00   1.01
   0.10   0.88
   0.16   0.78
   0.03   0.98
   0.00   0.92
   0.07   0.88
   0.83   0.21
   0.97   0.02
   0.93   0.03
   1.03   0.03
   1.09   0.00
   1.01   0.03
   0.57   0.40
   0.19   0.76
   0.68   0.30
   1.00   0.08
   0.92   0.02
   0.46   0.52
   0.03   0.88
   0.00   0.98
   0.03   0.87
   0.19   0.82
   0.30   0.70
   0.20   0.82
   0.04   0.97
   0.12   0.87
   0.94   0.01
   0.93   0.11
   0.32   0.65
   0.37   0.55
   0.97   0.10
   0.81   0.19
   0.28   0.70
   0.44   0.47
   0.95   0.02
   0.97   0.05
   0.87   0.14
   0.70   0.29
   0.01   0.98
   0.02   0.94
   0.31   0.68
   0.87   0.13
   0.98   0.08
   0.61   0.37
   0.10   0.93
   0.31   0.60
   0.71   0.31
   0.65   0.32
   0.05   0.88
   0.04   0.97
   0.27   0.65
   0.28   0.69
   0.01   1.08
   0.27   0.76
   1.03   0.02
   0.85   0.12
   0.22   0.77
   0.10   0.97
   0.06   1.02
   0.03   0.99
   0.76   0.19
   0.94   0.08
   0.91   0.05
   0.73   0.25
   0.38   0.50
   0.27   0.75
   0.10   0.92
   0.09   0.96
   0.00   1.09
   0.01   0.90
   0.02   1.03
   0.02   0.98
   0.01   0.98
   0.10   0.88
   0.91   0.04
   0.83   0.18
   0.19   0.78
   0.11   0.81
   0.56   0.46
   0.13   0.82
   0.81   0.17
   0.94   0.10
   0.89   0.11
   0.59   0.42
   0.34   0.64
   0.28   0.66
   0.04   1.04
   0.02   0.97
   0.08   0.99
   0.13   0.92
   0.05   1.00
   0.30   0.67
   0.17   0.88
   0.18   0.84
   0.77   0.24
   0.99   0.05
   0.86   0.16
   0.88   0.15
   0.29   0.75
   0.18   0.87
   0.79   0.26
   0.83   0.17
   0.29   0.72
   0.18   0.89
   0.69   0.36
   0.87   0.11
   0.10   0.93
   0.01   0.99
   0.64   0.32
   0.92   0.03
   0.86   0.11
   0.82   0.13
   0.79   0.19
   0.27   0.71
   0.46   0.61
   0.75   0.22
   1.03   0.01
   0.94   0.10
   0.87   0.10
   0.88   0.11
   0.91   0.11
   0.83   0.16
   0.09   0.85
   0.03   0.89
   0.68   0.36
   0.87   0.21
   0.08   0.94
   0.01   1.08
   0.62   0.39
   1.04   0.01
   0.99   0.00
   0.96   0.00
   0.99   0.01
   0.76   0.18
   0.24   0.63
   0.48   0.48
   0.98   0.01
   0.94   0.01
   0.91   0.06
   1.03   0.02
   0.88   0.07
   0.87   0.13
   0.07   0.96
   0.00   0.99
   0.02   1.00
   0.06   0.97
   0.00   0.98
   0.03   0.96
   0.22   0.82
   0.91   0.04
   1.01   0.00
   0.98   0.00
   0.90   0.00
   0.99   0.03
   0.46   0.51
   0.40   0.65
   1.04   0.01
   1.06   0.02
   0.13   0.89
   0.86   0.13
   1.00   0.01
   0.87   0.15
   0.09   0.95
   0.00   0.91
   0.00   0.91
   0.00   1.02
   0.00   1.06
   0.10   0.87
   0.29   0.74
   0.92   0.06
   0.99   0.01
   0.97   0.02
   1.12   0.00
   1.04   0.00
   1.03   0.02
   1.02   0.03
   1.01   0.07
   0.67   0.30
   0.04   0.93
   0.55   0.46
   1.02   0.01
   0.75   0.28
   0.02   0.99
   0.00   0.96
   0.00   0.97
   0.00   1.01
   0.00   1.01
   0.35   0.69
   0.83   0.11
   0.39   0.50
   0.38   0.63
   0.75   0.25
   1.01   0.02
   1.03   0.01
   1.06   0.04
   1.00   0.11
   0.48   0.56
   0.18   0.87
   0.06   0.84
   0.63   0.33
   0.90   0.05
   0.70   0.30
   0.05   1.00
   0.00   0.96
   0.00   1.00
   0.00   1.04
   0.00   1.03
   0.08   0.92
   0.49   0.46
   0.39   0.61
   0.11   0.92
   0.11   0.85
   0.60   0.42
   0.69   0.32
   0.31   0.62
   0.16   0.85
   0.00   1.14
   0.00   1.01
   0.08   0.97
   0.94   0.06
   0.88   0.05
   0.76   0.29
   0.01   0.97
   0.00   1.03
   0.00   1.04
   0.00   0.96
   0.00   0.97
   0.00   0.96
   0.03   0.97
   0.06   0.84
   0.23   0.75
   0.23   0.76
   0.27   0.69
   0.32   0.67
   0.11   0.90
   0.00   1.11
   0.00   0.98
   0.00   1.15
   0.47   0.51
   0.97   0.06
   0.81   0.17
   0.10   0.92
   0.01   1.05
   0.00   0.99
   0.00   0.94
   0.02   0.96
   0.11   0.81
   0.13   0.88
   0.02   1.01
   0.00   1.00
   0.01   0.96
   0.08   0.94
   0.05   0.98
   0.28   0.66
   0.17   0.78
   0.00   1.08
   0.11   0.92
   0.11   0.91
   0.89   0.10
   1.03   0.02
   0.68   0.26
   0.34   0.61
   0.03   0.94
   0.00   1.10
   0.00   1.03
   0.08   0.90
   0.60   0.33
   0.98   0.06
   0.18   0.85
   0.03   0.99
   0.30   0.77
   0.64   0.41
   0.14   0.89
   0.08   0.93
   0.02   0.91
   0.03   1.02
   0.30   0.64
   0.59   0.41
   0.62   0.34
   0.42   0.48
   0.71   0.27
   0.51   0.47
   0.18   0.77
   0.07   0.96
   0.01   0.97
   0.04   0.95
   0.58   0.47
   0.84   0.22
   0.12   0.81
   0.06   0.89
   0.30   0.67
   0.84   0.16
   0.35   0.59
   0.02   0.97
   0.02   0.97
   0.10   0.86
   0.40   0.57
   0.55   0.44
   0.02   0.91
   0.23   0.67
   0.66   0.32
   0.90   0.04
   0.84   0.13
   0.21   0.80
   0.12   0.87
   0.01   0.95
   0.12   0.93
   0.16   0.85
   0.03   1.02
   0.02   1.03
   0.17   0.88
   0.78   0.20
   0.49   0.38
   0.14   0.94
   0.11   0.94
   0.25   0.71
   0.34   0.58
   0.09   0.91
   0.00   1.10
   0.01   1.00
   0.46   0.51
   0.97   0.06
   0.66   0.36
   0.13   0.92
   0.04   0.88
   0.01   1.07
   0.00   0.97
   0.00   1.00
   0.00   0.93
   0.08   0.89
   0.13   0.85
   0.87   0.20
   0.99   0.03
   0.97   0.01
   0.89   0.03
   0.90   0.14
   0.41   0.55
   0.01   0.97
   0.00   1.04
   0.00   0.98
   0.09   0.95
   0.34   0.63
   0.14   0.91
   0.00   1.01
   0.00   0.97
   0.00   1.08
   0.00   1.02
   0.08   0.85
   0.48   0.49
   0.69   0.33
   0.58   0.43
   0.86   0.04
   1.00   0.00
   1.02   0.00
   1.03   0.00
   1.00   0.02
   0.67   0.40
   0.05   0.95
   0.00   0.96
   0.00   0.99
   0.00   0.98
   0.22   0.70
   0.31   0.67
   0.01   0.95
   0.00   1.01
   0.00   1.07
   0.04   0.99
   0.47   0.54
   0.85   0.15
   0.97   0.05
   1.09   0.01
   0.95   0.00
   0.98   0.01
   0.96   0.06
   0.91   0.08
   0.86   0.11
   0.20   0.80
   0.01   1.02
   0.00   1.10
   0.00   1.03
   0.04   0.91
   0.70   0.28
   0.84   0.18
   0.09   0.88
   0.01   1.08
   0.02   0.96
   0.22   0.77
   0.72   0.29
   0.89   0.06
   0.95   0.03
   1.08   0.00
   0.88   0.00
   0.98   0.01
   0.57   0.42
   0.09   0.86
   0.10   0.86
   0.09   0.85
   0.02   1.02
   0.09   0.81
   0.00   1.03
   0.02   1.07
   0.81   0.21
   0.98   0.08
   0.32   0.71
   0.11   0.88
   0.24   0.78
   0.79   0.22
   0.62   0.35
   0.68   0.28
   0.57   0.43
   0.90   0.09
   0.99   0.04
   0.93   0.03
   0.53   0.50
   0.09   0.96
   0.11   0.86
   0.57   0.43
   0.54   0.54
   0.24   0.75
   0.00   1.09
   0.01   1.03
   0.79   0.21
   0.98   0.03
   0.80   0.20
   0.31   0.66
   0.23   0.73
   0.84   0.12
   0.44   0.55
   0.04   1.06
   0.03   0.91
   0.12   0.86
   0.33   0.64
   0.87   0.10
   0.91   0.10
   0.72   0.28
   0.27   0.72
   0.38   0.54
   0.78   0.21
   0.03   0.90
   0.00   0.92
   0.05   0.94
   0.57   0.48
   0.89   0.11
   0.73   0.27
   0.15   0.82
   0.01   0.94
   0.09   0.88
   0.07   0.92
   0.00   1.01
   0.00   0.92
   0.00   1.12
   0.01   1.02
   0.10   0.86
   0.27   0.58
   0.59   0.31
   0.41   0.57
   0.03   1.04
   0.06   0.90
   0.01   0.93
   0.00   1.01
   0.07   0.97
   0.17   0.81
   0.18   0.78
   0.13   0.86
   0.01   1.04
   0.00   1.04
   0.00   1.01
   0.00   1.03
   0.00   1.01
   0.00   1.04
   0.00   1.08
   0.00   1.07
   0.00   0.93
   0.09   0.91
   0.96   0.09
   0.92   0.09
   0.21   0.80
   0.06   0.95
   0.34   0.73
   0.01   0.97
   0.04   0.97
   0.10   0.84
   0.19   0.75
   0.07   0.93
   0.01   1.00
   0.00   1.00
   0.00   1.04
   0.27   0.79
   0.28   0.65
   0.26   0.86
   0.18   0.78
   0.16   0.92
   0.02   0.92
   0.14   0.90
   0.68   0.32
   0.98   0.02
   1.02   0.05
   0.79   0.19
   0.07   0.90
   0.00   1.01
   0.03   1.03
   0.05   0.93
   0.01   1.11
   0.00   1.01
   0.04   0.90
   0.07   0.93
   0.00   1.02
   0.33   0.63
   0.96   0.16
   0.94   0.03
   0.99   0.05
   0.67   0.36
   0.19   0.82
   0.06   0.92
   0.12   0.88
   0.43   0.53
   1.00   0.05
   0.81   0.13
   0.46   0.53
   0.20   0.81
   0.11   0.97
   0.09   0.91
   0.02   0.86
   0.00   0.95
   0.05   0.94
   0.08   0.96
   0.00   1.03
   0.13   0.78
   0.82   0.16
   0.93   0.00
   1.00   0.00
   1.03   0.01
   0.91   0.09
   0.72   0.29
   0.06   0.95
   0.06   1.03
   0.89   0.11
   1.05   0.02
