   Vol_A   Vol_B
   0.00   0.98
   0.30   0.66
   0.92   0.05
   0.84   0.08
   0.87   0.10
   0.33   0.62
   0.35   0.61
   0.11   0.84
   0.06   0.86
   0.93   0.09
   1.10   0.00
   1.07   0.00
   1.02   0.00
   0.95   0.00
   0.59   0.38
   0.02   1.02
   0.02   1.04
   0.11   0.98
   0.13   0.86
   0.00   1.05
   0.00   0.98
   0.35   0.67
   0.92   0.13
   0.97   0.02
   0.83   0.15
   0.08   0.96
   0.03   1.04
   0.01   1.01
   0.04   1.01
   0.95   0.04
   1.02   0.00
   1.02   0.00
   1.09   0.00
   1.07   0.01
   0.38   0.56
   0.06   0.86
   0.11   0.91
   0.12   0.88
   0.05   0.96
   0.00   0.96
   0.00   1.02
   0.11   0.85
   0.42   0.51
   0.89   0.09
   0.43   0.57
   0.01   0.98
   0.00   1.05
   0.00   0.99
   0.02   0.90
   1.02   0.03
   1.04   0.00
   1.07   0.00
   0.98   0.00
   1.03   0.03
   0.86   0.07
   0.79   0.23
   0.91   0.15
   0.73   0.29
   0.05   0.99
   0.00   0.99
   0.00   1.05
   0.02   1.02
   0.26   0.72
   0.39   0.48
   0.14   0.73
   0.15   0.86
   0.06   0.96
   0.05   0.91
   0.13   0.88
   0.95   0.04
   0.99   0.00
   1.00   0.00
   0.98   0.00
   1.13   0.01
   1.00   0.00
   1.06   0.01
   0.92   0.06
   0.61   0.36
   0.00   1.01
   0.00   1.07
   0.00   1.01
   0.00   1.05
   0.00   1.05
   0.01   0.97
   0.02   1.03
   0.66   0.31
   0.74   0.28
   0.55   0.37
   0.79   0.16
   1.05   0.00
   1.03   0.00
   0.98   0.00
   1.02   0.00
   1.10   0.00
   0.93   0.04
   0.87   0.10
   0.24   0.63
   0.02   0.92
   0.00   0.99
   0.00   0.97
   0.01   0.98
   0.01   1.02
   0.01   0.99
   0.00   0.95
   0.00   1.01
   0.03   1.02
   0.09   0.85
   0.14   0.90
   1.04   0.06
   1.06   0.00
   1.06   0.00
   1.06   0.00
   0.91   0.12
   0.81   0.10
   0.20   0.80
   0.08   0.95
   0.02   1.00
   0.06   1.07
   0.10   0.94
   0.08   0.89
   0.23   0.83
   0.25   0.71
   0.14   0.89
   0.00   1.00
   0.00   0.99
   0.07   0.94
   0.69   0.27
   0.94   0.10
   1.06   0.00
   0.95   0.00
   0.87   0.05
   0.74   0.16
   0.06   0.87
   0.19   0.87
   0.04   1.03
   0.10   0.91
   0.43   0.55
   0.75   0.21
   0.93   0.08
   0.94   0.08
   1.03   0.04
   0.76   0.18
   0.10   0.94
   0.00   0.95
   0.00   0.98
   0.09   0.96
   0.99   0.02
   1.02   0.00
   0.96   0.00
   1.03   0.00
   0.96   0.07
   0.73   0.28
   0.03   1.01
   0.01   0.90
   0.65   0.36
   0.76   0.18
   0.95   0.05
   0.89   0.11
   1.00   0.06
   1.00   0.00
   1.13   0.01
   0.88   0.08
   0.14   0.78
   0.00   0.97
   0.00   0.99
   0.04   0.91
   1.10   0.02
   1.10   0.00
   1.06   0.00
   1.04   0.01
   0.95   0.05
   0.41   0.58
   0.17   0.80
   0.56   0.41
   1.03   0.03
   1.05   0.00
   0.93   0.06
   0.31   0.67
   0.17   0.83
   1.00   0.02
   0.87   0.14
   0.90   0.10
   0.12   0.87
   0.00   1.05
   0.00   1.07
   0.00   1.04
   0.23   0.77
   0.99   0.03
   1.02   0.00
   0.98   0.03
   0.68   0.21
   0.17   0.86
   0.16   0.75
   1.01   0.04
   0.92   0.08
   1.01   0.01
   0.79   0.20
   0.08   0.85
   0.12   0.82
   0.79   0.17
   0.92   0.09
   0.52   0.38
   0.24   0.77
   0.24   0.77
   0.26   0.75
   0.02   0.93
   0.12   0.97
   1.03   0.04
   1.14   0.00
   0.91   0.00
   0.74   0.20
   0.05   0.99
   0.11   0.91
   0.84   0.15
   0.88   0.13
   0.89   0.07
   0.72   0.26
   0.28   0.77
   0.47   0.42
   0.75   0.21
   0.59   0.44
   0.17   0.76
   0.18   0.77
   0.75   0.27
   0.80   0.18
   0.04   0.91
   0.04   1.00
   0.87   0.11
   0.94   0.10
   0.88   0.18
   0.77   0.13
   0.03   0.89
   0.03   0.93
   0.71   0.25
   0.91   0.08
   0.92   0.07
   0.88   0.09
   0.93   0.12
   1.01   0.02
   0.92   0.04
   0.30   0.70
   0.18   0.85
   0.22   0.77
   0.85   0.11
   0.93   0.10
   0.16   0.79
   0.02   0.97
   0.20   0.79
   0.26   0.74
   0.12   0.90
   0.04   0.97
   0.00   1.08
   0.04   0.93
   0.83   0.13
   1.04   0.00
   1.09   0.00
   0.94   0.02
   0.96   0.01
   0.93   0.00
   0.83   0.08
   0.33   0.72
   0.20   0.77
   0.88   0.12
   1.13   0.00
   1.01   0.00
   0.93   0.14
   0.06   0.99
   0.02   1.04
   0.04   0.98
   0.01   0.91
   0.01   1.02
   0.14   0.90
   0.35   0.66
   1.04   0.01
   0.99   0.00
   1.06   0.00
   1.03   0.00
   1.05   0.00
   1.04   0.01
   0.95   0.02
   0.37   0.58
   0.31   0.73
   0.99   0.04
   0.99   0.00
   1.06   0.00
   1.03   0.03
   0.17   0.75
   0.01   1.01
   0.00   1.07
   0.00   1.07
   0.11   0.95
   0.88   0.08
   0.92   0.05
   1.06   0.00
   0.98   0.00
   1.07   0.00
   1.01   0.00
   1.08   0.04
   0.30   0.71
   0.16   0.84
   0.12   1.00
   0.10   0.84
   0.74   0.21
   0.97   0.05
   1.09   0.00
   0.94   0.00
   0.74   0.24
   0.07   0.95
   0.00   0.99
   0.05   0.94
   0.21   0.73
   0.98   0.05
   1.08   0.00
   0.94   0.00
   0.72   0.24
   1.04   0.00
   0.96   0.00
   0.87   0.06
   0.28   0.71
   0.02   0.92
   0.01   0.99
   0.00   0.94
   0.09   0.87
   0.64   0.34
   1.02   0.00
   1.00   0.00
   0.93   0.09
   0.09   0.86
   0.07   0.94
   0.81   0.12
   1.02   0.05
   1.02   0.00
   1.07   0.00
   0.75   0.17
   0.09   0.99
   0.85   0.11
   1.06   0.00
   1.05   0.00
   0.94   0.07
   0.58   0.45
   0.02   0.95
   0.00   1.02
   0.00   1.09
   0.22   0.76
   0.96   0.02
   1.03   0.02
   0.92   0.16
   0.38   0.56
   0.47   0.52
   0.84   0.08
   0.99   0.00
   0.98   0.00
   0.89   0.07
   0.13   0.94
   0.19   0.80
   1.00   0.07
   1.10   0.00
   0.97   0.00
   1.02   0.00
   0.89   0.15
   0.04   0.93
   0.00   1.11
   0.00   1.03
   0.07   0.92
   0.72   0.19
   0.92   0.07
   0.91   0.04
   0.91   0.05
   1.01   0.04
   0.95   0.01
   1.00   0.00
   0.93   0.00
   0.89   0.07
   0.20   0.80
   0.83   0.13
   0.90   0.09
   0.87   0.15
   0.85   0.09
   0.97   0.03
   0.88   0.08
   0.05   0.89
   0.00   0.99
   0.13   0.89
   0.14   0.97
   0.75   0.23
   0.76   0.21
   0.80   0.14
   0.92   0.07
   0.98   0.09
   1.02   0.00
   1.06   0.00
   1.01   0.00
   1.06   0.00
   0.95   0.07
   0.78   0.21
   0.25   0.69
   0.11   0.92
   0.10   0.91
   0.53   0.52
   0.37   0.61
   0.01   0.94
   0.16   0.71
   0.87   0.13
   0.81   0.15
   0.94   0.06
   0.08   0.82
   0.03   1.08
   0.15   0.83
   0.18   0.79
   1.08   0.02
   1.05   0.00
   1.03   0.00
   1.05   0.00
   1.03   0.00
   0.42   0.53
   0.00   0.97
   0.00   1.08
   0.00   1.01
   0.06   0.93
   0.04   0.88
   0.02   1.07
   0.20   0.74
   0.92   0.03
   1.05   0.00
   1.01   0.11
   0.10   0.92
   0.00   1.01
   0.00   1.05
   0.10   0.87
   0.93   0.07
   1.08   0.00
   0.97   0.00
   1.07   0.00
   1.06   0.01
   0.28   0.67
   0.06   1.01
   0.01   1.01
   0.00   1.00
   0.03   1.01
   0.05   1.00
   0.03   1.07
   0.28   0.66
   0.93   0.09
   1.02   0.00
   0.75   0.20
   0.08   0.90
   0.00   1.06
   0.00   1.09
   0.10   0.89
   0.92   0.03
   1.07   0.00
   1.06   0.00
   1.10   0.00
   1.03   0.02
   0.95   0.04
   0.73   0.29
   0.48   0.55
   0.03   1.00
   0.01   0.94
   0.00   0.97
   0.00   1.03
   0.08   0.94
   0.72   0.24
   0.74   0.22
   0.48   0.49
   0.07   0.89
   0.00   1.06
   0.01   1.05
   0.33   0.72
   0.98   0.01
   1.01   0.00
   1.05   0.00
   1.01   0.00
   1.06   0.00
   1.06   0.00
   0.99   0.02
   0.83   0.20
   0.12   0.88
   0.00   1.02
   0.00   1.01
   0.00   1.09
   0.00   1.05
   0.04   0.94
   0.04   0.96
   0.00   1.04
   0.01   1.06
   0.03   1.00
   0.08   0.88
   0.85   0.14
   1.07   0.00
   1.00   0.00
   1.06   0.00
   1.01   0.00
   1.02   0.00
   0.96   0.04
   0.66   0.24
   0.05   1.04
   0.04   0.91
   0.10   0.93
   0.05   1.01
   0.02   0.94
   0.00   0.94
   0.00   1.02
   0.02   0.98
   0.00   1.05
   0.00   1.03
   0.00   1.05
   0.05   1.06
   0.84   0.21
   0.96   0.05
   1.02   0.03
   0.99   0.00
   0.94   0.15
   0.77   0.25
   0.06   0.94
   0.07   0.95
   0.01   1.06
   0.10   0.90
   0.34   0.64
   0.13   0.88
   0.15   0.83
   0.08   0.89
   0.01   1.05
   0.00   1.00
   0.00   0.98
   0.00   0.99
   0.03   0.90
   0.36   0.62
   0.92   0.07
   0.92   0.05
   0.98   0.08
   0.94   0.05
   0.29   0.76
   0.03   0.97
   0.00   1.11
   0.04   1.00
   0.38   0.57
   0.87   0.16
   0.95   0.05
   0.93   0.02
   0.85   0.03
   0.77   0.27
   0.09   0.91
   0.05   1.05
   0.00   1.04
   0.05   0.91
   0.77   0.16
   1.07   0.00
   1.10   0.00
   0.95   0.00
   0.86   0.06
   0.62   0.25
   0.05   1.01
   0.00   1.01
   0.03   0.97
   0.26   0.72
   0.92   0.03
   1.06   0.02
   1.00   0.00
   1.04   0.00
   1.11   0.00
   0.90   0.09
   0.16   0.84
   0.07   0.95
   0.00   0.98
   0.06   0.93
   0.97   0.04
   1.03   0.01
   1.04   0.00
   0.97   0.03
   0.45   0.51
   0.07   0.97
   0.01   1.08
   0.07   0.97
   0.79   0.26
   0.77   0.18
   1.04   0.01
   0.93   0.02
   0.86   0.09
   0.79   0.26
   0.84   0.21
   0.96   0.08
   0.15   0.76
   0.02   0.89
   0.00   0.95
   0.00   1.05
   0.29   0.69
   1.01   0.05
   1.05   0.00
   0.94   0.03
   0.09   0.84
   0.01   1.06
   0.21   0.74
   0.85   0.16
   1.10   0.01
   1.00   0.02
   1.02   0.01
   0.92   0.07
   0.94   0.09
   0.31   0.64
   0.23   0.75
   0.29   0.61
   0.01   1.06
   0.00   1.00
   0.00   0.99
   0.00   1.01
   0.05   0.95
   0.98   0.04
   1.03   0.01
   0.96   0.06
   0.09   0.94
   0.02   0.99
   0.24   0.74
   0.91   0.10
   1.04   0.00
   1.03   0.00
   1.00   0.00
   0.91   0.03
   0.89   0.08
   0.41   0.63
   0.15   0.89
   0.01   1.02
   0.00   1.06
   0.06   0.92
   0.14   0.86
   0.00   1.06
   0.02   0.97
   0.61   0.39
   0.41   0.50
   0.34   0.69
   0.06   0.94
   0.00   1.09
   0.02   1.04
   0.86   0.14
   1.02   0.00
   1.03   0.00
   1.07   0.00
   1.03   0.00
   1.04   0.00
   0.92   0.05
   0.38   0.53
   0.03   1.03
   0.05   0.89
   0.12   0.94
   0.25   0.66
   0.10   0.86
   0.00   1.09
   0.04   1.08
   0.01   0.98
   0.02   1.11
   0.00   1.02
   0.00   1.08
   0.01   1.01
   0.92   0.11
   0.97   0.00
   1.08   0.00
   0.91   0.00
   1.06   0.00
   0.99   0.00
   1.05   0.01
   0.42   0.55
   0.13   0.89
   0.67   0.28
   0.86   0.12
   0.92   0.06
   0.69   0.29
   0.06   0.83
   0.00   0.98
   0.00   1.02
   0.00   1.08
   0.00   1.03
   0.01   0.97
   0.12   0.89
   1.00   0.06
   1.04   0.00
   1.01   0.00
   1.03   0.00
   0.90   0.00
   1.11   0.00
   0.93   0.03
   0.12   0.83
   0.13   0.80
   1.00   0.03
   1.00   0.00
   1.12   0.00
   0.82   0.12
   0.21   0.78
   0.00   0.99
   0.00   0.95
   0.00   1.03
   0.03   1.05
   0.63   0.37
   0.71   0.27
   0.93   0.06
   0.88   0.05
   1.01   0.00
   1.05   0.00
   1.02   0.00
   0.98   0.11
   0.60   0.44
   0.06   0.88
   0.14   0.88
   0.82   0.19
   0.99   0.04
   0.93   0.09
   0.91   0.07
   0.79   0.21
   0.07   0.89
   0.00   1.07
   0.00   1.04
   0.09   0.91
   0.81   0.19
   0.96   0.05
   0.94   0.08
   0.36   0.64
   0.92   0.07
   1.03   0.00
   0.97   0.01
   0.98   0.09
   0.08   0.91
   0.00   1.00
   0.00   1.01
   0.13   0.92
   0.17   0.78
   0.61   0.39
   0.87   0.05
   0.82   0.21
   0.09   0.92
   0.01   1.04
   0.05   0.94
   0.26   0.70
   1.01   0.04
   0.86   0.05
   0.47   0.52
   0.04   0.99
   0.79   0.18
   0.98   0.03
   0.99   0.00
   0.98   0.03
   0.36   0.64
   0.00   0.96
   0.00   1.06
   0.00   1.06
   0.00   0.91
   0.65   0.25
   0.57   0.38
   0.20   0.76
   0.09   0.87
   0.20   0.85
   0.15   0.85
   0.27   0.64
   1.00   0.04
   1.03   0.03
   0.10   0.87
   0.06   0.85
   0.56   0.44
   0.91   0.06
   0.91   0.00
   1.05   0.01
   0.96   0.10
   0.09   0.93
   0.00   1.05
   0.00   1.00
   0.00   1.06
   0.15   0.83
   0.23   0.80
   0.12   0.92
   0.81   0.22
   0.80   0.19
   0.88   0.13
   1.05   0.02
   0.94   0.00
   1.06   0.00
   0.62   0.36
   0.22   0.76
   0.40   0.56
   0.99   0.09
   1.00   0.01
   1.03   0.00
   0.92   0.04
   0.14   0.82
   0.00   1.00
   0.02   0.99
   0.08   0.92
   0.14   0.86
   0.09   0.96
   0.14   0.74
   0.98   0.06
   1.00   0.02
   0.94   0.00
   0.99   0.00
   0.92   0.00
   1.02   0.00
   0.83   0.10
   0.21   0.76
   0.07   0.95
   0.10   0.93
   0.47   0.51
   0.89   0.09
   0.93   0.09
   0.15   0.82
   0.06   0.90
   0.48   0.56
   0.74   0.25
   0.83   0.13
   0.09   0.85
   0.03   0.96
   0.20   0.75
   0.28   0.71
   0.62   0.31
   0.98   0.00
   1.01   0.00
   1.03   0.00
   0.96   0.08
   0.16   0.85
   0.00   1.04
   0.00   1.03
   0.16   0.90
   0.78   0.18
   0.98   0.07
   0.80   0.17
   0.83   0.13
   1.03   0.02
   0.93   0.00
   1.00   0.08
   0.19   0.85
   0.00   1.07
   0.00   0.98
   0.04   0.98
   0.56   0.45
   1.00   0.01
   1.02   0.00
   0.98   0.00
   0.85   0.02
   0.02   0.92
   0.00   1.09
   0.00   1.13
   0.17   0.83
   0.68   0.27
   0.81   0.17
   0.73   0.25
   0.80   0.11
   1.07   0.00
   1.03   0.00
   0.94   0.01
   0.64   0.30
   0.04   0.96
   0.00   1.01
   0.16   0.83
   0.82   0.14
   1.04   0.00
   1.02   0.00
   0.96   0.04
   0.44   0.50
   0.16   0.84
   0.05   0.91
   0.04   1.02
   0.05   0.91
   0.12   0.88
   0.06   0.95
   0.04   0.98
   0.31   0.67
   1.00   0.03
   1.00   0.05
   0.93   0.12
   0.67   0.32
   0.07   1.01
   0.02   1.01
   0.45   0.46
   1.05   0.00
   1.04   0.00
   0.97   0.00
   1.00   0.03
   0.61   0.33
   1.02   0.07
   0.71   0.27
   0.10   0.82
   0.01   0.98
   0.03   0.94
   0.00   0.96
   0.00   0.99
   0.00   0.99
   0.12   0.74
   0.24   0.71
   0.16   0.84
   0.12   0.87
   0.01   0.92
   0.06   0.98
   0.78   0.15
   1.05   0.00
   0.97   0.00
   1.06   0.01
   0.90   0.11
   0.87   0.09
   0.81   0.17
   0.84   0.19
   0.31   0.63
   0.73   0.23
   0.97   0.06
   0.79   0.17
   0.70   0.26
   0.09   0.90
   0.04   0.88
   0.08   0.89
   0.11   0.86
   0.11   0.87
   0.07   0.91
   0.07   0.88
   0.19   0.80
   0.33   0.60
   0.62   0.30
   1.02   0.01
   0.61   0.30
   0.13   0.84
   0.08   0.91
   0.13   0.89
   0.22   0.72
   0.81   0.13
   1.07   0.02
   0.86   0.07
   0.96   0.08
   0.76   0.20
   0.11   0.86
   0.03   0.92
   0.01   0.99
   0.03   0.97
   0.08   0.97
   0.13   0.87
   0.08   0.96
   0.15   0.92
   0.31   0.71
   0.89   0.11
   0.65   0.32
   0.04   0.96
   0.00   0.99
   0.10   0.87
   0.78   0.19
   0.97   0.02
   0.99   0.00
   0.98   0.02
   0.95   0.00
   0.91   0.03
   0.82   0.17
   0.76   0.23
   0.08   0.90
   0.10   0.92
   0.84   0.17
   1.02   0.01
   0.86   0.19
   0.90   0.12
   0.20   0.75
   0.07   0.88
   0.05   1.05
   0.00   1.00
   0.00   1.00
   0.04   0.92
   0.96   0.07
   0.99   0.03
   0.91   0.05
   0.90   0.12
   0.94   0.02
   1.07   0.01
   1.01   0.04
   0.86   0.16
   0.05   1.03
   0.05   0.90
   1.02   0.02
   1.05   0.00
   1.05   0.00
   1.01   0.02
   0.06   0.89
   0.00   1.00
   0.00   0.98
   0.00   1.04
   0.17   0.87
   0.17   0.82
   0.85   0.17
   0.82   0.04
   0.87   0.12
   0.24   0.72
   0.49   0.44
   0.99   0.09
   0.68   0.27
   0.14   0.79
   0.00   0.96
   0.00   1.00
   0.85   0.08
   0.95   0.02
   1.11   0.00
   0.98   0.02
   0.06   0.91
   0.12   0.87
   0.95   0.11
   0.86   0.13
   0.50   0.48
   0.33   0.64
   0.71   0.27
   1.00   0.07
   0.78   0.30
   0.05   0.88
   0.06   1.02
   0.10   0.92
   0.08   0.85
   0.00   0.99
   0.00   1.01
   0.00   0.96
   0.15   0.85
   0.70   0.34
   0.95   0.09
   0.86   0.13
   0.09   0.88
   0.15   0.80
   0.90   0.17
   1.01   0.03
   1.04   0.03
   0.98   0.04
   0.93   0.00
   0.93   0.06
   0.67   0.21
   0.11   0.94
   0.09   0.91
   0.04   1.03
   0.00   1.00
   0.00   0.92
   0.00   0.99
   0.00   1.01
   0.02   1.09
   0.15   0.85
   0.16   0.92
   0.08   0.91
   0.00   1.03
   0.01   0.96
   0.05   0.89
   0.92   0.06
   1.05   0.00
   1.04   0.00
   1.00   0.00
   0.94   0.00
   1.05   0.01
   0.96   0.10
   0.88   0.13
   0.48   0.45
   0.08   0.92
   0.16   0.85
   0.09   0.91
   0.06   0.98
   0.00   1.00
   0.00   1.00
   0.00   1.07
   0.00   0.95
   0.00   0.90
   0.00   1.03
   0.03   1.01
   0.87   0.08
   0.84   0.01
   1.03   0.00
   1.07   0.00
   1.00   0.00
   1.01   0.00
   1.05   0.00
   1.05   0.05
   0.86   0.15
   0.97   0.09
   0.98   0.06
   0.86   0.12
   0.75   0.19
   0.04   0.91
   0.00   0.99
   0.00   1.05
   0.00   1.04
   0.00   1.04
   0.00   0.97
   0.00   1.01
   0.35   0.62
   0.92   0.06
   0.98   0.00
   0.99   0.00
   0.94   0.00
   1.02   0.00
   0.87   0.00
   1.01   0.05
   1.00   0.10
   1.09   0.01
   1.07   0.05
   0.97   0.04
   0.76   0.17
   0.03   0.89
   0.00   1.01
   0.00   0.96
   0.00   0.96
   0.00   1.07
   0.04   0.98
   0.06   0.94
   0.26   0.68
   0.80   0.18
   0.98   0.06
   1.13   0.00
   0.93   0.00
   1.01   0.00
   0.90   0.04
   0.79   0.10
   0.87   0.13
   0.89   0.11
   0.38   0.59
   0.15   0.89
   0.19   0.87
   0.06   0.97
   0.00   1.07
   0.00   0.96
   0.00   0.96
   0.01   1.01
   0.14   0.94
   0.06   0.90
   0.16   0.84
   0.07   0.93
   0.49   0.47
   0.92   0.08
   1.05   0.00
   0.92   0.08
   0.10   0.86
   0.12   0.82
   0.44   0.53
   0.23   0.77
   0.04   0.97
   0.06   0.94
   0.16   0.82
   0.07   0.93
   0.00   1.11
   0.00   1.06
   0.00   1.00
   0.19   0.83
   0.91   0.09
   0.47   0.45
   0.05   0.93
   0.00   1.02
   0.17   0.84
   0.29   0.63
   0.90   0.09
   0.95   0.05
   0.27   0.70
   0.05   0.90
   0.11   0.91
   0.01   0.92
   0.01   0.95
   0.03   0.99
   0.09   0.90
   0.02   1.03
   0.03   1.00
   0.03   0.99
   0.04   0.94
   0.19   0.77
   0.96   0.04
   0.91   0.06
   0.32   0.59
   0.03   0.89
   0.04   0.96
   0.36   0.58
   0.95   0.07
   1.14   0.00
   0.94   0.07
   0.19   0.79
   0.03   1.05
   0.00   1.04
   0.00   1.06
   0.02   1.04
   0.04   1.02
   0.09   0.89
   0.70   0.23
   0.91   0.15
   0.84   0.11
   1.03   0.07
   1.01   0.00
   1.04   0.00
   0.84   0.10
   0.09   0.95
   0.02   0.94
   0.37   0.47
   0.99   0.03
   1.06   0.00
   0.99   0.03
   0.29   0.67
   0.01   1.03
   0.04   0.93
   0.10   0.98
   0.22   0.74
   0.11   0.79
   0.48   0.53
   0.97   0.05
   0.85   0.04
   0.99   0.01
   1.03   0.01
   1.08   0.00
   0.99   0.00
   0.80   0.14
   0.14   0.77
   0.01   1.15
   0.12   0.93
   0.89   0.14
   1.04   0.01
   0.85   0.05
   0.16   0.86
   0.10   0.85
   0.64   0.27
   0.94   0.06
   0.87   0.05
   0.19   0.79
   0.19   0.84
   0.30   0.59
   0.20   0.86
   0.17   0.81
   0.93   0.02
   1.02   0.00
   0.94   0.00
   0.93   0.04
   0.39   0.62
   0.02   1.00
   0.02   1.02
   0.62   0.33
   0.93   0.02
   1.00   0.06
   0.84   0.17
   0.90   0.11
   1.01   0.01
   1.03   0.00
   0.86   0.03
   0.43   0.59
   0.02   1.02
   0.00   0.97
   0.00   1.05
   0.11   0.91
   0.91   0.02
   1.10   0.00
   1.02   0.00
   0.97   0.06
   0.08   0.90
   0.02   0.96
   0.03   0.96
   0.58   0.43
   0.85   0.09
   0.79   0.17
   0.87   0.14
   0.98   0.01
   0.99   0.00
   0.93   0.00
   0.88   0.00
   0.81   0.11
   0.05   0.99
   0.00   0.94
   0.20   0.74
   0.65   0.29
   1.06   0.00
   1.04   0.00
   0.72   0.30
   0.04   1.05
   0.11   1.00
   0.06   1.04
   0.12   0.86
   0.81   0.17
   0.73   0.17
   0.15   0.80
   0.21   0.66
   0.82   0.18
   1.06   0.02
   1.06   0.00
   1.01   0.00
   1.00   0.06
   0.15   0.86
   0.05   0.95
   0.79   0.14
   1.04   0.01
   1.10   0.00
   0.96   0.00
   0.42   0.54
   0.02   1.04
   0.83   0.14
   0.78   0.23
   0.29   0.62
   0.77   0.23
   0.80   0.18
   0.16   0.82
   0.05   0.97
   0.06   0.94
   0.65   0.33
   0.76   0.22
   0.93   0.14
   0.96   0.08
   0.32   0.65
   0.31   0.77
   0.95   0.05
   0.88   0.06
   1.08   0.02
   0.97   0.02
   0.22   0.78
   0.04   0.97
   0.80   0.24
   0.84   0.10
   1.01   0.01
   0.95   0.07
   0.96   0.09
   0.93   0.09
   0.70   0.25
   0.09   0.93
   0.05   0.94
   0.11   0.79
   0.26   0.66
   0.66   0.34
   0.86   0.16
   0.92   0.12
   0.20   0.76
   0.11   0.94
   0.29   0.71
   0.86   0.09
   0.85   0.18
   0.21   0.74
   0.16   0.81
   0.08   0.98
   0.60   0.33
   0.86   0.13
   0.80   0.20
   0.82   0.20
   0.90   0.09
   0.75   0.27
   0.17   0.89
   0.15   0.89
   0.24   0.74
   0.62   0.25
   0.85   0.12
   0.76   0.18
   0.12   0.91
   0.01   0.94
   0.10   0.97
   0.61   0.35
   0.87   0.14
   0.21   0.79
   0.01   1.04
   0.09   0.91
   0.76   0.28
   0.83   0.12
   0.31   0.68
   0.19   0.85
   0.71   0.27
   0.71   0.24
   0.81   0.14
   0.87   0.08
   0.75   0.27
   0.92   0.11
   1.04   0.02
   1.00   0.02
   0.86   0.08
   0.74   0.23
   0.04   0.95
   0.01   0.97
   0.08   0.93
   0.01   1.05
   0.00   1.00
   0.02   0.93
   0.62   0.38
   0.51   0.43
   0.05   0.97
   0.09   0.89
   0.84   0.18
   0.99   0.05
   1.04   0.00
   0.89   0.05
   0.49   0.47
   0.33   0.67
   0.94   0.05
   1.04   0.00
   1.00   0.00
   0.87   0.02
   0.13   0.90
   0.06   0.96
   0.05   0.94
   0.01   1.02
   0.04   0.97
   0.02   1.12
   0.15   0.77
   0.10   0.82
   0.05   0.91
   0.12   0.98
   0.78   0.23
   0.89   0.05
   1.00   0.09
   0.23   0.78
   0.09   1.00
   0.04   0.93
   0.95   0.14
   1.05   0.03
   1.00   0.00
   1.01   0.00
   0.61   0.39
   0.64   0.25
   0.91   0.16
   0.68   0.38
   0.39   0.53
   0.15   0.87
   0.11   0.83
   0.17   0.79
   0.07   0.89
   0.01   1.00
   0.09   0.93
   0.30   0.68
   0.32   0.63
   0.04   1.03
   0.00   1.07
   0.01   1.00
   0.23   0.73
   0.63   0.35
   0.93   0.05
   0.92   0.10
   0.83   0.13
   0.79   0.20
   0.85   0.19
   0.86   0.14
   0.89   0.11
   0.95   0.09
   0.73   0.22
   0.28   0.63
   0.10   0.89
   0.05   0.96
   0.06   0.92
   0.01   0.91
   0.01   0.97
   0.00   1.10
   0.00   0.98
   0.00   0.98
   0.01   1.00
   0.07   0.91
   0.09   0.83
   0.07   1.02
   0.08   0.92
   0.07   0.99
   0.08   0.95
   0.75   0.22
   0.94   0.05
   0.93   0.03
   1.10   0.01
   0.99   0.02
   0.93   0.04
   0.88   0.11
   0.93   0.11
   0.72   0.26
   0.17   0.76
   0.21   0.74
   0.26   0.79
   0.19   0.77
   0.02   1.09
   0.00   1.07
   0.00   1.06
   0.00   1.04
   0.00   1.02
   0.00   1.11
   0.05   0.96
   0.67   0.33
   0.94   0.04
   0.92   0.03
   1.02   0.00
   0.99   0.00
   1.00   0.00
   1.17   0.00
   0.90   0.00
   1.02   0.00
   1.01   0.05
   0.96   0.04
   1.01   0.09
   0.97   0.07
   0.07   0.94
   0.00   1.07
   0.00   1.07
   0.00   1.10
   0.00   1.00
   0.00   1.00
   0.03   0.94
   0.44   0.57
   0.89   0.10
   0.85   0.07
   1.05   0.01
   1.09   0.00
   1.03   0.00
   0.99   0.00
   0.93   0.00
   1.00   0.00
   0.98   0.01
   0.89   0.12
   0.96   0.04
   0.82   0.20
   0.05   0.97
   0.00   0.99
   0.00   1.03
   0.00   0.98
   0.00   1.04
   0.00   0.99
   0.00   1.04
   0.19   0.81
   0.28   0.68
   0.39   0.53
   0.97   0.09
   1.07   0.01
   0.94   0.00
   0.96   0.00
   0.94   0.00
   1.07   0.00
   1.06   0.04
   0.27   0.73
   0.13   0.88
   0.06   0.91
   0.00   1.05
   0.00   1.03
   0.00   1.11
   0.00   1.05
   0.03   0.96
   0.01   0.91
   0.00   1.00
   0.04   0.94
   0.03   0.95
   0.11   0.95
   0.78   0.23
   0.90   0.04
   0.97   0.02
   0.81   0.12
   0.83   0.16
   0.91   0.07
   0.89   0.11
   0.15   0.81
   0.04   1.05
   0.07   0.87
   0.02   1.00
   0.00   1.06
   0.00   0.97
   0.01   1.01
   0.40   0.58
   0.71   0.31
   0.26   0.79
   0.06   0.91
   0.38   0.62
   0.02   0.99
   0.13   0.82
   0.87   0.12
   0.96   0.01
   0.97   0.02
   0.97   0.03
   0.88   0.11
   0.69   0.28
   0.22   0.74
   0.12   0.91
   0.71   0.20
   0.43   0.51
   0.07   0.85
   0.03   1.01
   0.04   0.98
   0.30   0.73
   1.00   0.06
   0.94   0.04
   0.77   0.17
